Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Gift Card,Status,Cost per item,Collection
gymax-inflatable-kayak-12-5ft-507lbs-tandem-kayak-with-2-aluminum-paddles-2-padded-seats-footrests-2-fins-hand-pump-carry-bag-repair-kit-2-person-fishing-touring-kayak-for-adults-youth,"GYMAX Inflatable Kayak, 12.5Ft 507lbs Tandem Kayak with 2 Aluminum Paddles, 2 Padded Seats, Footrests, 2 Fins, Hand Pump, Carry Bag & Repair Kit, 2 Person Fishing Touring Kayak for Adults Youth","About this item

【2 Person Heavy Duty Kayak】GYMAX tandem kayak is made of water-resistant & puncture-proof reinforced laminated PVC, which is leak-free and could hold up to 507lbs. Measuring 12.5ft, this inflatable kayak could accommodate 2 adults comfortably.
【Cozy Fishing & Touring on Water】Coming with 2 padded EVA seat with backrest and 3-position footrest, GYMAX kayak would enable you have great time on water. The seats are adjustable and removable for flexible space use.
【Easy Setup】A hand pump will come with the kayak, helping to inflate the fishing kayak. Meanwhile, 3 independent air chambers make inflation and deflation and easier and faster.
【Portable Design】Featuring a carry handle, this 39lbs kayak is easy to move around. The aluminum paddles are also detachable, which could be separated into 3 sections. When deflated, the whole set could be stored in the included carry bag for transport.
【Complete Set & Storage Bag】GYMAX kayak set includes a 2-person kayak, 2 aluminum paddles, 2 seats with backrests, 2 fins, 1 carrying bag and 1 repair kit. And the zipper bag behind seats and bungee cords at front part of the boat offers convenient storage space.

› See more product details<br><br><p><small>Source: <a href=""https://www.amazon.com/GYMAX-Inflatable-Aluminum-Paddles-Fishing/dp/B0F4KZYBBM/ref=pd_lutyp_ci_mcx_mr__d_sccl_1_1/133-9224443-8646226?pd_rd_w=wgKym&content-id=amzn1.sym.d9ca8ea1-2539-4f69-9add-9ea4734b0b61%3Aamzn1.symc.4df5b555-8c03-406a-875e-eb81ffe9f27d&pf_rd_p=d9ca8ea1-2539-4f69-9add-9ea4734b0b61&pf_rd_r=HX0F2S8YPHHEH56QE1QW&pd_rd_wg=4SSjI&pd_rd_r=74d4a0b9-8b12-46ab-af61-3a8113ccdbfc&pd_rd_i=B0F4KZYBBM&th=1"" target=""_blank"" rel=""nofollow"">Wayfair product page</a></small></p>",GYMAX,Furniture,,TRUE,Title,Default Title,,,,17690,shopify,0,deny,manual,740,,TRUE,TRUE,,https://m.media-amazon.com/images/I/61HE-s0kFtL._AC_SX679_.jpg,1,FALSE,active,492.3977666666667,Tables
