Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Gift Card,Status,Cost per item,Collection
putnam-height-adjustable-standing-desks,Putnam Height Adjustable Standing Desks,"<p><small>Source: <a href=""https://www.wayfair.com/furniture/pdp/the-twillery-co-putnam-height-adjustable-standing-desks-w008127716.html?piid=194064652%2C194064658"" target=""_blank"" rel=""nofollow"">Wayfair product page</a></small></p>",The Twillery Co.®,Furniture,Wayfair,TRUE,Title,Default Title,,,,112491,shopify,0,deny,manual,625,,TRUE,TRUE,,https://assets.wfcdn.com/im/17980778/resize-h1200-w1200%5Ecompr-r85/3644/364484145/Putnam+Height+Adjustable+Standing+Desks-194064652-194064658.jpg,1,FALSE,active,415.297975,Tables
